Fund Name,Plan,Category,VR ID,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino
Mirae Asset Nifty Midcap 150 ETF,Direct,Mid Cap,42146,0.95,0.99,1.11,15.66,23.54,1.48
Mirae Asset Nifty MidSmallcap400 Mom Qlty 100 ETF FoF Dir,Direct,Mid Cap,44305,--,--,--,--,--,--
Mirae Asset Nifty MidSmallcap400 Mom Qlty 100 ETF FoF Reg,Regular,Mid Cap,44303,--,--,--,--,--,--
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,Regular,Mid Cap,44302,--,--,--,--,--,--
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,Direct,Mid Cap,44302,--,--,--,--,--,--
Mirae Asset Nifty Next 50 ETF,Regular,Large Cap,40538,4.76,1.26,1.02,16.59,23.00,1.34
Mirae Asset Nifty Next 50 ETF,Direct,Large Cap,40538,4.76,1.26,1.02,16.59,23.00,1.34
Mirae Asset Nifty PSU Bank ETF,Regular,Sectoral-Auto,44589,--,--,--,--,--,--
Mirae Asset Nifty PSU Bank ETF,Direct,Sectoral-Auto,44589,--,--,--,--,--,--
Mirae Asset Nifty Smallcap 250 ETF,Regular,Small Cap,45590,--,--,--,--,--,--
Mirae Asset Nifty Smallcap 250 ETF,Direct,Small Cap,45590,--,--,--,--,--,--
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,Regular,Small Cap,44091,--,--,--,--,--,--
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,Direct,Small Cap,44091,--,--,--,--,--,--
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF Dir,Direct,Small Cap,44094,--,--,--,--,--,--
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF Reg,Regular,Small Cap,44092,--,--,--,--,--,--
Mirae Asset Nifty Top 20 Equal Wght ETF,Regular,Large Cap,45679,--,--,--,--,--,--
Mirae Asset Nifty Top 20 Equal Wght ETF,Direct,Large Cap,45679,--,--,--,--,--,--
Mirae Asset Nifty Total Market Index Dir,Direct,Flexi Cap,44601,--,--,--,--,--,--
Mirae Asset Nifty Total Market Index Reg,Regular,Flexi Cap,44599,--,--,--,--,--,--
Mirae Asset Nifty50 Equal Wght ETF,Regular,Large Cap,45149,--,--,--,--,--,--
Mirae Asset Nifty50 Equal Wght ETF,Direct,Large Cap,45149,--,--,--,--,--,--
Mirae Asset Nifty500 Multicap 50:25:25 ETF,Regular,Multi Cap,44491,--,--,--,--,--,--
Mirae Asset Nifty500 Multicap 50:25:25 ETF,Direct,Multi Cap,44491,--,--,--,--,--,--
Mirae Asset NYSE FANG+ ETF,Regular,International,41429,--,--,1.44,22.01,37.84,2.48
Mirae Asset NYSE FANG+ ETF,Direct,International,41429,--,--,1.44,22.01,37.84,2.48
Mirae Asset NYSE FANG+ ETF FoF Dir,Direct,International,41431,--,--,1.57,24.75,45.03,3.69
Mirae Asset NYSE FANG+ ETF FoF Reg,Regular,International,41430,--,--,1.56,24.74,44.63,3.65
Mirae Asset S&P 500 Top 50 ETF,Regular,International,41698,--,--,1.54,13.55,26.94,2.00
Mirae Asset S&P 500 Top 50 ETF,Direct,International,41698,--,--,1.54,13.55,26.94,2.00
Mirae Asset S&P 500 Top 50 ETF FoF Dir,Direct,International,41704,--,--,1.57,17.48,33.58,2.37
Mirae Asset S&P 500 Top 50 ETF FoF Reg,Regular,International,41703,--,--,1.55,17.47,33.17,2.33
Mirae Asset Silver ETF,Regular,Thematic-PSU,43544,--,--,--,--,--,--
Mirae Asset Silver ETF,Direct,Thematic-PSU,43544,--,--,--,--,--,--
Mirae Asset Silver ETF FoF Dir,Direct,Thematic-PSU,45902,N/A,N/A,N/A,N/A,N/A,N/A
Mirae Asset Silver ETF FoF Reg,Regular,Thematic-PSU,45900,N/A,N/A,N/A,N/A,N/A,N/A
Mirae Asset Small Cap Dir,Direct,Small Cap,44824,--,--,--,--,--,--
Mirae Asset Small Cap Reg,Regular,Small Cap,44822,--,--,--,--,--,--
Motilal Oswal Active Momentum Dir,Direct,Thematic,45002,--,--,--,--,--,--
Motilal Oswal Active Momentum Reg,Regular,Thematic,45000,--,--,--,--,--,--
Motilal Oswal BSE 1000 Index Dir,Direct,Flexi Cap,45219,--,--,--,--,--,--
Motilal Oswal BSE 1000 Index Reg,Regular,Flexi Cap,45218,--,--,--,--,--,--
Motilal Oswal BSE Enhanced Value ETF,Regular,Value Oriented,42441,15.97,1.21,1.57,18.74,35.43,2.70
Motilal Oswal BSE Enhanced Value ETF,Direct,Value Oriented,42441,15.97,1.21,1.57,18.74,35.43,2.70
Motilal Oswal BSE Enhanced Value Index Dir,Direct,Value Oriented,42443,15.56,1.20,1.55,18.65,34.97,2.67
Motilal Oswal BSE Enhanced Value Index Reg,Regular,Value Oriented,42442,14.86,1.20,1.51,18.64,34.27,2.60
Motilal Oswal BSE Fins ex Bank 30 Index Dir,Direct,Sectoral-Auto,42352,10.60,0.69,1.20,13.95,22.86,2.16
Motilal Oswal BSE Fins ex Bank 30 Index Reg,Regular,Sectoral-Auto,42351,9.90,0.69,1.15,13.94,22.16,2.07
Motilal Oswal BSE Healthcare ETF,Regular,Sectoral-Pharma,42344,-0.25,1.00,1.19,16.32,25.48,1.76
Motilal Oswal BSE Healthcare ETF,Direct,Sectoral-Pharma,42344,-0.25,1.00,1.19,16.32,25.48,1.76
Motilal Oswal BSE Low Volatility ETF,Regular,Large & Mid Cap,42147,0.32,0.90,0.86,11.83,16.24,1.17
Motilal Oswal BSE Low Volatility ETF,Direct,Large & Mid Cap,42147,0.32,0.90,0.86,11.83,16.24,1.17
Motilal Oswal BSE Low Volatility Index Dir,Direct,Large & Mid Cap,42155,0.05,0.90,0.83,11.79,15.93,1.15
Motilal Oswal BSE Low Volatility Index Reg,Regular,Large & Mid Cap,42154,-0.63,0.90,0.78,11.80,15.26,1.07
Motilal Oswal BSE Quality ETF,Regular,Large & Mid Cap,42438,-0.15,1.14,0.78,15.72,18.37,1.12
Motilal Oswal BSE Quality ETF,Direct,Large & Mid Cap,42438,-0.15,1.14,0.78,15.72,18.37,1.12
Motilal Oswal BSE Quality Index Dir,Direct,Large & Mid Cap,42440,-0.20,1.14,0.78,15.63,18.24,1.13
Motilal Oswal BSE Quality Index Reg,Regular,Large & Mid Cap,42439,-0.90,1.14,0.73,15.63,17.54,1.06
Motilal Oswal BSE Select IPO ETF,Regular,Thematic,45639,--,--,--,--,--,--
Motilal Oswal BSE Select IPO ETF,Direct,Thematic,45639,--,--,--,--,--,--
Motilal Oswal Consumption Dir,Direct,Thematic-Infrastructure,45543,--,--,--,--,--,--
Motilal Oswal Consumption Reg,Regular,Thematic-Infrastructure,45541,--,--,--,--,--,--
Motilal Oswal Developed Mkt Ex US ETFs Ovrses Eqt Pass FoF Dir,Direct,International,43802,--,--,--,--,--,--
Motilal Oswal Developed Mkt Ex US ETFs Ovrses Eqt Pass FoF Reg,Regular,International,43801,--,--,--,--,--,--
Motilal Oswal Digital India Dir,Direct,Sectoral-Technology,44642,--,--,--,--,--,--
Motilal Oswal Diversified Equity Flexicap Passive FoF Dir,Direct,Flexi Cap,45729,--,--,--,--,--,--
Motilal Oswal Diversified Equity Flexicap Passive FoF Reg,Regular,Flexi Cap,45728,--,--,--,--,--,--
Motilal Oswal ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),29162,3.01,1.26,0.88,19.13,23.01,0.98
Motilal Oswal ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),29160,1.81,1.26,0.82,19.11,21.80,0.91
Motilal Oswal Financial Services Dir,Direct,Sectoral-Auto,45767,--,--,--,--,--,--
Motilal Oswal Financial Services Reg,Regular,Sectoral-Auto,45765,--,--,--,--,--,--
Motilal Oswal Flexi Cap Dir,Direct,Flexi Cap,26125,3.85,1.03,0.95,15.93,21.31,1.32
Motilal Oswal Flexi Cap Reg,Regular,Flexi Cap,26123,3.00,1.03,0.90,15.92,20.45,1.25
Motilal Oswal Focused Dir,Direct,Flexi Cap,19514,-5.76,1.15,0.40,17.17,13.03,0.51
Motilal Oswal Focused Reg,Regular,Flexi Cap,19512,-6.90,1.15,0.34,17.16,11.88,0.43
Motilal Oswal Large and Midcap Dir,Direct,Large & Mid Cap,40338,5.56,1.22,1.00,18.80,24.87,1.14
Motilal Oswal Large and Midcap Reg,Regular,Large & Mid Cap,40336,4.32,1.21,0.93,18.77,23.61,1.06
Motilal Oswal Large Cap Dir,Direct,Large Cap,44064,--,--,--,--,--,--
Motilal Oswal Large Cap Reg,Regular,Large Cap,44062,--,--,--,--,--,--
Motilal Oswal Midcap Dir,Direct,Mid Cap,24080,-0.53,0.98,0.84,18.79,21.84,1.09
Motilal Oswal Midcap Reg,Regular,Mid Cap,24078,-1.53,0.97,0.78,18.76,20.82,1.02
Motilal Oswal Multi Cap Dir,Direct,Multi Cap,44339,--,--,--,--,--,--
Motilal Oswal Multi Cap Reg,Regular,Multi Cap,44337,--,--,--,--,--,--
Motilal Oswal Multi Factor Passive FoF Dir,Direct,Thematic,45874,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Multi Factor Passive FoF Reg,Regular,Thematic,45873,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal NASDAQ 100 ETF,Regular,International,12498,--,--,1.47,15.47,28.86,2.22
Motilal Oswal NASDAQ 100 ETF,Direct,International,12498,--,--,1.47,15.47,28.86,2.22
Motilal Oswal Nasdaq 100 FOF Dir,Direct,International,38228,--,--,1.11,21.37,29.81,2.06
Motilal Oswal Nasdaq 100 FOF Reg,Regular,International,38227,--,--,1.09,21.36,29.42,2.03
Motilal Oswal Nasdaq Q50 ETF,Regular,International,41923,--,--,0.79,16.75,19.26,1.43
Motilal Oswal Nasdaq Q50 ETF,Direct,International,41923,--,--,0.79,16.75,19.26,1.43
Motilal Oswal Nifty 100 ETF,Regular,Large Cap,45555,--,--,--,--,--,--
Motilal Oswal Nifty 100 ETF,Direct,Large Cap,45555,--,--,--,--,--,--
Motilal Oswal Nifty 200 Momentum 30 ETF,Regular,Large & Mid Cap,42039,0.68,1.27,0.83,17.37,20.54,1.11
Motilal Oswal Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42039,0.68,1.27,0.83,17.37,20.54,1.11
Motilal Oswal Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42041,0.68,1.26,0.83,17.34,20.52,1.11
Motilal Oswal Nifty 200 Momentum 30 Index Reg,Regular,Large & Mid Cap,42040,0.00,1.26,0.79,17.33,19.83,1.06
Motilal Oswal Nifty 50 Equal Weight ETF,Regular,Large Cap,45170,--,--,--,--,--,--
Motilal Oswal Nifty 50 Equal Weight ETF,Direct,Large Cap,45170,--,--,--,--,--,--
Motilal Oswal Nifty 50 ETF,Regular,Large Cap,11348,-0.90,0.95,0.73,11.23,14.29,1.14
Motilal Oswal Nifty 50 ETF,Direct,Large Cap,11348,-0.90,0.95,0.73,11.23,14.29,1.14
Motilal Oswal Nifty 50 Index Dir,Direct,Large Cap,40471,-1.02,0.95,0.72,11.24,14.17,1.13
Motilal Oswal Nifty 50 Index Reg,Regular,Large Cap,40470,-1.42,0.95,0.68,11.23,13.77,1.07
Motilal Oswal Nifty 500 ETF,Regular,Flexi Cap,43812,--,--,--,--,--,--
Motilal Oswal Nifty 500 ETF,Direct,Flexi Cap,43812,--,--,--,--,--,--
Motilal Oswal Nifty 500 Index Dir,Direct,Flexi Cap,40240,-0.03,1.00,0.87,12.64,17.13,1.22
Motilal Oswal Nifty 500 Index Reg,Regular,Flexi Cap,40239,-0.73,1.00,0.82,12.63,16.43,1.15
Motilal Oswal Nifty 500 Momentum 50 ETF,Regular,Flexi Cap,44555,--,--,--,--,--,--
Motilal Oswal Nifty 500 Momentum 50 ETF,Direct,Flexi Cap,44555,--,--,--,--,--,--
Motilal Oswal Nifty 500 Momentum 50 Index Dir,Direct,Flexi Cap,44554,--,--,--,--,--,--
Motilal Oswal Nifty 500 Momentum 50 Index Reg,Regular,Flexi Cap,44553,--,--,--,--,--,--
Motilal Oswal Nifty Alpha 50 ETF,Regular,Flexi Cap,45363,--,--,--,--,--,--
Motilal Oswal Nifty Alpha 50 ETF,Direct,Flexi Cap,45363,--,--,--,--,--,--
Motilal Oswal Nifty Bank Index  Reg,Regular,Sectoral-Auto,40245,-0.81,1.00,0.67,12.06,14.19,1.29
Motilal Oswal Nifty Bank Index Dir,Direct,Sectoral-Auto,40246,-0.07,1.00,0.73,12.05,14.93,1.41
Motilal Oswal Nifty Capital Market ETF,Regular,Thematic,45051,--,--,--,--,--,--
Motilal Oswal Nifty Capital Market ETF,Direct,Thematic,45051,--,--,--,--,--,--
Motilal Oswal Nifty Capital Market Index Dir,Direct,Thematic,44755,--,--,--,--,--,--
Motilal Oswal Nifty Capital Market Index Reg,Regular,Thematic,44754,--,--,--,--,--,--
Motilal Oswal Nifty Energy ETF,Regular,Thematic-Dividend Yield,45556,--,--,--,--,--,--
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,--,--,--,--,--,--
Motilal Oswal Nifty India Defence ETF,Regular,Thematic,44517,--,--,--,--,--,--
Motilal Oswal Nifty India Defence ETF,Direct,Thematic,44517,--,--,--,--,--,--
Motilal Oswal Nifty India Defence Index Dir,Direct,Thematic,44397,--,--,--,--,--,--
Motilal Oswal Nifty India Defence Index Reg,Regular,Thematic,44396,--,--,--,--,--,--
Motilal Oswal Nifty India Tourism ETF,Regular,Thematic,45240,--,--,--,--,--,--
Motilal Oswal Nifty India Tourism ETF,Direct,Thematic,45240,--,--,--,--,--,--
Motilal Oswal Nifty Microcap 250 Index Dir,Direct,Small Cap,43575,--,--,--,--,--,--
Motilal Oswal Nifty Microcap 250 Index Reg,Regular,Small Cap,43574,--,--,--,--,--,--
Motilal Oswal Nifty Midcap 100 ETF,Regular,Mid Cap,12012,1.28,1.03,1.12,16.38,24.53,1.53
Motilal Oswal Nifty Midcap 100 ETF,Direct,Mid Cap,12012,1.28,1.03,1.12,16.38,24.53,1.53
Motilal Oswal Nifty Midcap 150 Dir,Direct,Mid Cap,40242,0.85,0.99,1.11,15.67,23.45,1.47
Motilal Oswal Nifty Midcap 150 Reg,Regular,Mid Cap,40241,0.12,0.99,1.06,15.66,22.71,1.41
Motilal Oswal Nifty Midcap150 Momentum 50 ETF,Regular,Mid Cap,45331,--,--,--,--,--,--
Motilal Oswal Nifty Midcap150 Momentum 50 ETF,Direct,Mid Cap,45331,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall Financial Services Index Dir,Direct,Sectoral-Auto,44678,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall Financial Services Index Reg,Regular,Sectoral-Auto,44677,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall Helthcr Index Dir,Direct,Sectoral-Pharma,44676,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall Helthcr Index Reg,Regular,Sectoral-Pharma,44675,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall India Consumption Index Dir,Direct,Thematic-Infrastructure,44680,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall India Consumption Index Reg,Regular,Thematic-Infrastructure,44679,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall IT and Telecom Index Dir,Direct,Thematic,44682,--,--,--,--,--,--
Motilal Oswal Nifty MidSmall IT and Telecom Index Reg,Regular,Thematic,44681,--,--,--,--,--,--
Motilal Oswal Nifty MNC ETF,Regular,Thematic-Consumption,45678,--,--,--,--,--,--
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,--,--,--,--,--,--
Motilal Oswal Nifty Next 50 ETF,Regular,Large Cap,45175,--,--,--,--,--,--
Motilal Oswal Nifty Next 50 ETF,Direct,Large Cap,45175,--,--,--,--,--,--
Motilal Oswal Nifty Next 50 Index Dir,Direct,Large Cap,40469,4.61,1.26,1.01,16.57,22.84,1.33
Motilal Oswal Nifty Next 50 Index Reg,Regular,Large Cap,40468,3.89,1.26,0.97,16.56,22.12,1.27
Motilal Oswal Nifty PSE ETF,Regular,Thematic-Energy,45230,--,--,--,--,--,--
Motilal Oswal Nifty PSE ETF,Direct,Thematic-Energy,45230,--,--,--,--,--,--
Motilal Oswal Nifty Realty ETF,Regular,Thematic,44250,--,--,--,--,--,--
Motilal Oswal Nifty Realty ETF,Direct,Thematic,44250,--,--,--,--,--,--
Motilal Oswal Nifty Services Sector ETF,Regular,Thematic,45660,--,--,--,--,--,--
Motilal Oswal Nifty Services Sector ETF,Direct,Thematic,45660,--,--,--,--,--,--
Motilal Oswal Nifty Smallcap 250 ETF,Regular,Small Cap,44249,--,--,--,--,--,--
Motilal Oswal Nifty Smallcap 250 ETF,Direct,Small Cap,44249,--,--,--,--,--,--
Motilal Oswal Nifty Smallcap 250 Index Dir,Direct,Small Cap,40244,0.85,1.02,0.78,19.65,21.42,1.15
Motilal Oswal Nifty Smallcap 250 Index Reg,Regular,Small Cap,40243,0.15,1.02,0.74,19.64,20.72,1.10
Motilal Oswal S&P 500 Index Dir,Direct,International,40997,--,--,1.38,12.06,22.72,1.85
Motilal Oswal S&P 500 Index Reg,Regular,International,40996,--,--,1.33,12.06,22.17,1.79
Motilal Oswal Services Dir,Direct,Thematic,45186,--,--,--,--,--,--
Motilal Oswal Services Reg,Regular,Thematic,45184,--,--,--,--,--,--
Motilal Oswal Silver ETF,Regular,Thematic-PSU,45453,--,--,--,--,--,--
Motilal Oswal Silver ETF,Direct,Thematic-PSU,45453,--,--,--,--,--,--
Motilal Oswal Small Cap Dir,Direct,Small Cap,43945,--,--,--,--,--,--
Motilal Oswal Small Cap Reg,Regular,Small Cap,43943,--,--,--,--,--,--
Motilal Oswal Special Opportunities Dir,Direct,Thematic,45393,--,--,--,--,--,--
Motilal Oswal Special Opportunities Reg,Regular,Thematic,45391,--,--,--,--,--,--
Navi BSE Sensex Index Dir,Direct,Large Cap,43745,--,--,--,--,--,--
Navi BSE Sensex Index Reg,Regular,Large Cap,43744,--,--,--,--,--,--
Navi ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),31265,-2.10,0.97,0.68,12.79,14.74,1.02
Navi ELSS Tax Saver Nifty 50 Index Dir,Direct,ELSS (Tax Saver),43191,--,--,--,--,--,--
Navi ELSS Tax Saver Nifty 50 Index Reg,Regular,ELSS (Tax Saver),43189,--,--,--,--,--,--
Navi ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),31263,-3.98,0.97,0.53,12.76,12.83,0.80
Navi Flexi Cap Dir,Direct,Flexi Cap,36686,-0.74,0.96,0.77,12.75,15.93,1.08
Navi Flexi Cap Reg,Regular,Flexi Cap,36680,-2.55,0.95,0.63,12.74,14.10,0.88
Navi Large & Midcap Dir,Direct,Large & Mid Cap,31278,-1.46,1.04,0.71,13.81,15.92,1.02
Navi Large & Midcap Reg,Regular,Large & Mid Cap,31276,-3.32,1.04,0.58,13.79,14.04,0.82
Navi Nasdaq100 US Specific Equity Passive FoF Dir,Direct,International,42135,--,--,1.48,15.59,29.17,2.24
Navi Nasdaq100 US Specific Equity Passive FoF Reg,Regular,International,42134,--,--,1.47,15.57,28.98,2.22
Navi Nifty 50 Index Dir,Direct,Large Cap,41574,-1.02,0.94,0.72,11.23,14.16,1.13
Navi Nifty 50 Index Reg,Regular,Large Cap,41573,-1.23,0.94,0.70,11.22,13.96,1.10
Navi Nifty 500 Multicap 50:25:25 Index Dir,Direct,Multi Cap,44439,--,--,--,--,--,--
Navi Nifty 500 Multicap 50:25:25 Index Reg,Regular,Multi Cap,44438,--,--,--,--,--,--
Navi Nifty Bank Index Dir,Direct,Sectoral-Auto,42043,-0.13,1.00,0.73,12.10,14.91,1.40
Navi Nifty Bank Index Reg,Regular,Sectoral-Auto,42042,-0.86,1.00,0.67,12.10,14.17,1.28
Navi Nifty IT Index Dir,Direct,Sectoral-Technology,44234,--,--,--,--,--,--
Navi Nifty Midcap 150 Index Dir,Direct,Mid Cap,42121,0.56,0.99,1.09,15.61,23.10,1.45
Navi Nifty Midcap 150 Index Reg,Regular,Mid Cap,42120,-0.27,0.98,1.04,15.59,22.25,1.38
Navi Nifty MidSmallcap 400 Index Dir,Direct,Mid Cap,45654,--,--,--,--,--,--
Navi Nifty MidSmallcap 400 Index Reg,Regular,Mid Cap,45653,--,--,--,--,--,--
Navi Nifty Next 50 Index Dir,Direct,Large Cap,41937,4.52,1.26,1.01,16.54,22.73,1.32
Navi Nifty Next 50 Index Reg,Regular,Large Cap,41936,3.95,1.26,0.97,16.53,22.16,1.28
Navi Nifty Smallcap250 Momentum Quality 100 Index Dir,Direct,Small Cap,45019,--,--,--,--,--,--
Navi Nifty Smallcap250 Momentum Quality 100 Index Reg,Regular,Small Cap,45018,--,--,--,--,--,--
Navi Total Stock Market US Specific Equity Passive FoF Dir,Direct,International,42069,--,--,1.28,12.93,22.65,1.75
Navi Total Stock Market US Specific Equity Passive FoF Reg,Regular,International,42068,--,--,1.28,12.93,22.67,1.74
Nippon India Active Momentum Dir,Direct,Thematic,44938,--,--,--,--,--,--
Nippon India Active Momentum Reg,Regular,Thematic,44936,--,--,--,--,--,--
Nippon India Banking & Financial Srvices Dir,Direct,Sectoral-Auto,16048,5.95,0.85,1.19,11.36,19.66,2.31
Nippon India Banking & Financial Srvices Reg,Regular,Sectoral-Auto,1708,5.12,0.85,1.12,11.35,18.84,2.17
Nippon India BSE Sensex Next 30 ETF,Regular,Large Cap,45190,--,--,--,--,--,--
Nippon India BSE Sensex Next 30 ETF,Direct,Large Cap,45190,--,--,--,--,--,--
Nippon India BSE Sensex Next 30 Index Dir,Direct,Large Cap,45197,--,--,--,--,--,--
Nippon India BSE Sensex Next 30 Index Reg,Regular,Large Cap,45195,--,--,--,--,--,--
Nippon India Consumption Dir,Direct,Thematic-Infrastructure,16131,-1.12,0.80,0.73,13.91,16.22,0.85
Nippon India Consumption Reg,Regular,Thematic-Infrastructure,2474,-2.44,0.80,0.63,13.90,14.91,0.74
Nippon India Diversified Equity Flexicap Passive FoF Dir,Direct,Flexi Cap,41241,-0.47,1.00,0.83,12.78,16.74,1.25
Nippon India Diversified Equity Flexicap Passive FoF Reg,Regular,Flexi Cap,41239,-0.85,1.00,0.80,12.77,16.35,1.20
Nippon India ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),16186,1.83,0.99,1.00,12.85,18.92,1.43
Nippon India ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),2816,1.16,0.99,0.94,12.85,18.24,1.35
Nippon India ETF BSE Sensex,Regular,Large Cap,28136,-2.45,0.92,0.58,11.04,12.53,0.94
Nippon India ETF BSE Sensex,Direct,Large Cap,28136,-2.45,0.92,0.58,11.04,12.53,0.94
Nippon India ETF BSE Sensex Next 50,Regular,Large Cap,40191,5.19,1.21,1.12,15.01,22.88,1.50
Nippon India ETF BSE Sensex Next 50,Direct,Large Cap,40191,5.19,1.21,1.12,15.01,22.88,1.50
Nippon India ETF Hang Seng BeES,Regular,International,10905,--,--,0.59,20.60,18.18,1.20
Nippon India ETF Hang Seng BeES,Direct,International,10905,--,--,0.59,20.60,18.18,1.20
Nippon India ETF Nifty 100,Regular,Large Cap,18234,-0.52,1.00,0.77,11.82,15.18,1.10
Nippon India ETF Nifty 100,Direct,Large Cap,18234,-0.52,1.00,0.77,11.82,15.18,1.10
Nippon India ETF Nifty 50 BeES,Regular,Large Cap,1171,-0.89,0.95,0.73,11.23,14.30,1.15
Nippon India ETF Nifty 50 BeES,Direct,Large Cap,1171,-0.89,0.95,0.73,11.23,14.30,1.15
Nippon India ETF Nifty 50 Shariah BeES,Regular,Large Cap,10218,-8.73,1.04,0.09,15.29,7.41,0.12
Nippon India ETF Nifty 50 Shariah BeES,Direct,Large Cap,10218,-8.73,1.04,0.09,15.29,7.41,0.12
Nippon India ETF Nifty 50 Value 20,Regular,Value Oriented,30446,-2.04,0.86,0.61,12.21,13.55,0.84
Nippon India ETF Nifty 50 Value 20,Direct,Value Oriented,30446,-2.04,0.86,0.61,12.21,13.55,0.84
Nippon India ETF Nifty Bank BeES,Regular,Sectoral-Auto,2255,-0.01,1.00,0.74,12.08,15.00,1.42
Nippon India ETF Nifty Bank BeES,Direct,Sectoral-Auto,2255,-0.01,1.00,0.74,12.08,15.00,1.42
Nippon India ETF Nifty India Consumption,Regular,Thematic-Infrastructure,25700,0.07,0.82,0.82,14.29,17.75,0.99
Nippon India ETF Nifty India Consumption,Direct,Thematic-Infrastructure,25700,0.07,0.82,0.82,14.29,17.75,0.99
Nippon India ETF Nifty IT,Direct,Sectoral-Technology,41024,0.60,1.02,-0.03,22.41,5.48,-0.04
Nippon India ETF Nifty Midcap 150,Regular,Mid Cap,38950,0.84,0.99,1.11,15.65,23.42,1.47
Nippon India ETF Nifty Midcap 150,Direct,Mid Cap,38950,0.84,0.99,1.11,15.65,23.42,1.47
Nippon India ETF Nifty Next 50 Junior BeES,Regular,Large Cap,1545,4.73,1.26,1.02,16.59,22.98,1.34
Nippon India ETF Nifty Next 50 Junior BeES,Direct,Large Cap,1545,4.73,1.26,1.02,16.59,22.98,1.34
Nippon India ETF Nifty PSU Bank BeES,Regular,Sectoral-Auto,6175,20.36,1.07,1.30,23.06,36.04,2.63
Nippon India ETF Nifty PSU Bank BeES,Direct,Sectoral-Auto,6175,20.36,1.07,1.30,23.06,36.04,2.63
Nippon India Flexi Cap Dir,Direct,Flexi Cap,41616,0.66,0.98,0.90,12.78,17.57,1.22
Nippon India Flexi Cap Reg,Regular,Flexi Cap,41614,-0.64,0.98,0.80,12.76,16.26,1.08
Nippon India Focused Dir,Direct,Flexi Cap,16129,0.56,0.90,0.87,12.01,16.56,1.54
Nippon India Focused Reg,Regular,Flexi Cap,3900,-0.13,0.89,0.81,12.00,15.86,1.44
Nippon India Growth Mid Cap Dir,Direct,Mid Cap,16083,4.34,0.94,1.31,15.34,26.19,1.87
Nippon India Growth Mid Cap Inst,Regular,Mid Cap,5580,2.50,0.89,1.17,14.85,23.41,1.61
Nippon India Growth Mid Cap Reg,Regular,Mid Cap,183,3.53,0.94,1.26,15.33,25.37,1.79
Nippon India Index - Nifty 50 Plan Dir,Direct,Large Cap,16856,-1.04,0.94,0.72,11.21,14.13,1.12
Nippon India Index - Nifty 50 Plan Reg,Regular,Large Cap,11536,-1.40,0.94,0.68,11.21,13.77,1.07
Nippon India Index BSE Sensex Plan,Regular,Large Cap,11541,-2.99,0.92,0.53,11.02,11.97,0.86
Nippon India Index BSE Sensex Plan Dir,Direct,Large Cap,16859,-2.65,0.92,0.56,11.03,12.32,0.91
Nippon India Japan Equity Dir,Direct,International,27691,--,--,1.18,12.33,20.69,1.97
Nippon India Japan Equity Reg,Regular,International,27688,--,--,1.08,12.32,19.45,1.81
Nippon India Large Cap Dir,Direct,Large Cap,16192,4.57,0.93,1.19,11.37,19.65,1.73
Nippon India Large Cap Reg,Regular,Large Cap,5270,3.72,0.93,1.12,11.37,18.79,1.62
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,--,--,--,--,--,--
Nippon India MNC Reg,Regular,Thematic-Consumption,45294,--,--,--,--,--,--
Nippon India Multi Cap Dir,Direct,Multi Cap,16068,4.83,0.87,1.20,13.22,21.97,1.75
Nippon India Multi Cap Reg,Regular,Multi Cap,2640,4.04,0.87,1.14,13.21,21.18,1.66
Nippon India Nifty 50 Value 20 Index Dir,Direct,Value Oriented,41291,-2.07,0.86,0.61,12.22,13.52,0.84
Nippon India Nifty 50 Value 20 Index Reg,Regular,Value Oriented,41289,-2.60,0.86,0.56,12.22,13.00,0.78
